IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV,
20,3,UP,0320HO026,,,,,20,3,UP,0320HO026,,,20,3,22,4,0,AM,12,0,0,0,0,,HOUSTON,6.75,48,69,1,2,0,E,,,113,5,N,YARD 007,1,,2,XOMX,720059,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,113,0,M599,,0,0,0,0,M599,2,1,3,36685,,48C201,0,0,0,0,0,0,0,,,,,3,5,,CL,,,,1500,,2020,0,0,0,0,0,0,HARRIS,201,,,,N,OTH,000-000-000,BASIN CARMAN DISCOVERED 7 CARS DERAILED IN TRACK #7 MIDWAY DOWN THE TRACK.  FURTHER INVESTIGATION RE,VEALED THE DERAILMENT OF THE CARS OCCURRED DUE TO BYPASS DRAWBARS DURING FLAT SWITCHING OPERATIONS W,"ITH THE YBS39 21.  AFTER FINAL INVESTIGATION OF THIS INCIDENT, A M599 CODE IS BEING USED BASED ON TH",E FOLLOWING: A HUMAN FACTOR CAUSE WAS NOT APPLIED BECAUSE THE CAR(S) IN QUESTION WERE RELEASED IN TH,E DESIGNATED PINNING ZONE AND ON TANGENT TRACK.  THE CARS WERE RELEASED BETWEEN 3 & 5 MPH AND COUPLI,"NG SPEEDS WERE AT 4 MPH BASED ON THE SPEED OF THE RELEASE, DISTANCE TRAVELED, AND THE GRADE OF THE T",RACK.  THE DRAWBAR WAS NOT SLEWED UPON RELEASE AND THE KNUCKLE WAS OPEN AS VERIFIED BY THE INVESTIGA,TION FIELD OFFICERS.  A REVIEW OF ANY POSSIBLE MECHANICAL DEFECTS WAS EVALUATED AND THE CAR MEASUREM,ENTS WERE WITHIN ACCEPTED STANDARDS OF COUPLER HEIGHTS WHICH IS BETWEEN 31 & 34 INCHES DEPENDING ON,"LOAD/EMPTY, AND THE AMOUNT OF GREASE AT THE COUPLER CARRIER WAS IN ACCEPTED STANDARDS.  A REVIEW OF",ANY POSSIBLE ENGINERRING DEFECTS WAS CONDUCTED AND THE TRACK WAS FOUND TO BE WITHIN ACCEPTED STANDAR,DS WITH TRACK MEASUREMENTS OF RAIL CONDITION AND GAUGE WITHIN ACCEPTED STANDARDS.  BASIN YARD DID HA,"VE FOUR TRACKS WITH S CURVES IN THE BODY OF THE TRACKS, 6 THRU 9.  IN AN EFFORT TO MITGATE THIS TYPE","OF INCIDENT FROM HAPPENING IN THE FUTURE, THE ENGINEERING DEPARTMENT RE-ALIGNED TRACKS 6 THRU 9 TO","STRAIGHTEN OUT THE S CURVES IN THESE TRACKS, TO PREVENT FUTURE CROSS DRAWBAR DERAILMENTS DURING FLAT",0,29.770121,-95.2917,2,5,K,L,,HOUSTON EAST BELT SU,
20,11,UP,1120MA034,,,,,20,11,UP,1120MA034,,,20,11,28,10,31,AM,12,0,0,0,0,,NORTH LITTLE ROCK,341.45,5,49,2,1,2,E,YNL0,1,395,7,Y,YARD 033,1,,2,WFRX,884711,3,Y,,,0,,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,56744,0,M407,,0,0,0,0,M407,2,1,4,57730,,05C119,0,0,0,1,0,0,0,3,16,,,1,5,,CL,,,,308,,2020,0,0,0,0,0,0,PULASKI,119,,,,N,OTH,000-000-000,A CUT OF TWO LOADED RICE CARS WERE HUMPED INTO 33 RAIL. THE CARS EXITED BOTH MASTER AND THE GROUP RE,TARDER 4+ MPH OVER THE REQUESTED SPEED. THE CARS WENT THROUGH THE INERT AND ROLLED INTO THE SIDE THE,OF THE YNL06 JOB AS IT WAS DRAGGING A CUT OUT OF39 RAIL. CONTAMINATED WHEELS FROM ANHEISER BUSCH/JO,NESBORO.,,,,,,,,,,,,0,34.774385,-92.224383,2,5,K,,,HOXIE SUB,
20,5,SLRG,SL200502A,,,,,20,5,SLRG,SL200502A,,,20,5,2,2,40,AM,1,0,0,0,0,,LA VETA,194.4,8,53,4,1,8,E,IC-0,3,1430,1,Y,SINGLE MAIN TRACK,1,0.63356,1,UP,46179,11,Y,,,0,,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,6268,24957,T110,,0,0,0,0,T110,1,1,8,31225,,08C055,0,0,0,1,0,1,0,5,10,5,10,1,6,,Cl,,,,133,,2020,0,0,0,0,0,0,HUERFANO,55,,,,N,OTH,000-000-000,A TRAIN OPERATING ON THE ALAMOSA SUB WITH ONE ENGINE AND ELEVEN CARS WAS AT MP 194.4 WHEN TWO LOADED,CARS DERAILED DUE TO WIDE GAUGE.,,,,,,,,,,,,,,0,37.521621,-105.081328,2,2,P,,,ALAMOSA,
20,5,BNSF,PR0520113,,,,,20,5,BNSF,PR0520113,,,20,5,21,6,0,PM,1,5,3,0,0,,DENVER,540.8,8,80,3,2,5,R,YDEN,4,692,7,Y,132,1,0,2,PTTX,158572,10,N,,,0,,2,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,3,0,0,31809,30000,H601,,0,0,0,0,H601,2,1,5,61809,,08C031,0,0,0,1,0,1,1,2,57,2,57,1,6,,CL,,,,154,,2020,0,0,0,0,0,0,DENVER,31,,,,N,OTH,000-000-000,Y-DEN2071-21 DERAILED 6 RAILCARS WHILE SHOVING YARD TRACK 132.  NO HAZARDOUS MATERIALS WERE RELEASED,. CAUSE WAS DETERMINED TO BE EXCESSIVE COUPLING SPEED.,,,,,,,,,,,,,,0,39.770705,-104.989427,2,5,K,,,BRUSH,
20,1,FEC,D02011220,20,1,BLF,20200015,20,1,FEC,D02011220,,,20,1,12,10,30,PM,9,0,0,0,0,,HOLLYWOOD,347.3,12,79,4,1,0,,,2,0,,,WEST MAIN,4,2.45,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,M402,,0,0,0,0,M402,1,4,39,16881,,12C011,0,0,0,,,,,,,,,2,3,,Cl,,,,325,,2020,0,0,0,0,0,0,BROWARD,11,,,,,CWR,000-000-000,BLF 706 WAS TRAVELING SOUTHBOUND ON THE WEST MAIN AND WHEN THEY CAME AROUND THE CURVE APPROACHING MP,"347.3, CREW NOTICED A VEHICLE FOULING THE WEST MAIN.  ENGINEER SOUNDED THE HORN, RANG THE BELL AND",PLACED TRAIN INTO EMERGENCY PRIOR TO STRIKING THE UNOCCUPIED VEHICLE.  NO INJURIES WERE SUSTAINED.,"BLF DAMAGES WERE $16,843.",,,,,,,,,,,,,26.015894,-80.085932,1,1,B,Q,,SYSTEM,
20,1,FEC,X01010420,20,1,BLF,20200004,20,1,FEC,X01010420,,272519P,20,1,4,8,6,AM,7,0,0,0,0,,POMPANO BEACH,331.1,12,80,2,1,0,,,2,0,,,WEST MAIN,4,2.45,1,,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,M308,,0,0,0,1,M308,1,4,79,17350,,12C011,0,0,0,,,,,,,,,2,3,,Cl,,,,247,,2020,0,0,0,0,0,0,BROWARD,11,,,,,CWR,000-000-000,BLF 702 WAS TRAVELING SOUTHBOUND ON THE WEST MAIN AND WAS STRUCK BY A VEHICLE THAT RAN THROUGH THE A,CTIVATED GATES AT THE COPANS ROAD CROSSING.  DRIVER SUSTAINED MINOR INJURIES AND WAS TRANSPORTED TO,"THE HOSPITAL BY EMS.  BLF DAMAGES WERE $16,694.",,,,,,,,,,,,,,26.15375,-80.0704,1,1,B,Q,,SYSTEM,
20,1,BLF,20200015,,,,,20,1,FEC,D02011220,,,20,1,12,10,30,PM,9,0,0,0,25,,HOLLYWOOD,347.3,12,79,4,1,39,E,BLF7,2,0,2,Y,WEST MAIN,4,2.45,1,BLF,706,1,N,,,0,,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16843,0,M402,,0,0,0,0,M402,1,4,39,16881,,12C011,0,0,0,1,,1,,6,20,6,20,1,3,,No,,,,340,,2020,0,0,0,0,0,0,BROWARD,11,,,,Y,CWR,000-000-000,BLF706 WAS TRAVELING SB ON THE WM.  WHEN COMING AROUND THE CURVE APPROACHING MP 347.3 THE TRAIN CREW,NOTICED A VEHICLE FOULING THE WM.  ENGINEER SOUNDED THE HORN AND RANG THE BELL.  TRAIN WAS PLACED I,NTO EMERGENCY PRIOR TO IMPACTING THE VEHICLE.   VEHICLE WAS NOT OCCUPIED AT TIME OF IMPACT. NO INJUR,IES.  FEC TOTAL COST FOR DAMAGES: $38.00,,,,,,,,,,,,0,26.015894,-80.085932,1,1,B,Q,,SYSTEM,
20,10,GIMY,GIM682320,,,,,20,10,CSX,193639,,,20,10,29,9,25,AM,12,0,0,0,0,,GARDEN CITY,A496.0,13,82,2,2,8,E,Z100,2,616,7,Y,TRACK 39,1,1.86,2,DTTX,760383,8,N,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,40000,0,H702,,0,0,0,0,H702,2,1,8,42000,,13C051,0,0,0,1,0,1,,3,20,3,20,3,3,,Cl,,,,421,,2020,0,0,0,0,0,0,CHATHAM,51,0,0,,N,OTH,000-000-000,NORTH END CREW AT CSXI WAS SHOVING SOUTH TOWARDS TRACK 40 WHEN THE CARS WENT TOWARDS TRACK 39 IMPACT,"ING A CUT OF CARS. TWO CARS WERE DERAILED AND A LOCOMOTIVE WAS DAMAGED. Z10029, SWITCHING BETWEEN TR","ACKS 28 AND 40, COND. INITIATED A SHOVE MOVE WITH THE INTENT TO SWITCH INTO TRACK 40. HOWEVER, THE 3","9 WAS STILL LINED FOR THEIR PREVIOUS MOVE INTO TRACK 39, RESULTING IN STRIKING A CUT OF CARS, CAUSIN",G TWO CARS TO DERAIL.,,,,,,,,,,,0,32.027718,-81.14885,2,5,K,,,SYSTEM,
20,10,GIMY,GIM682320,,,,,20,10,CSX,193639,,,20,10,29,9,25,AM,12,0,0,0,0,,GARDEN CITY,A496.0,13,82,2,2,0,E,,2,0,6,N,TRK 39,1,1.86,2,SFLC,9158,1,Y,,,0,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,H702,,0,0,0,0,H702,2,1,8,42000,,13C051,0,0,0,0,0,0,0,,,,,1,3,,Cl,,,,173,,2020,0,0,0,0,0,0,CHATHAM,51,0,0,,N,OTH,000-000-000,NORTH END CREW HFI AT CSXI - SHOVING SOUTH TOWARDS TRACK 40 WHEN THE CARS WENT TOWARDS TRACK 39 IMPA,CTING A CUT OF CARS. TWO CARS WERE DERAILED AND A LOCOMOTIVE WAS DAMAGED.,,,,,,,,,,,,,,0,32.027718,-81.14885,2,5,K,,,SAVANNAH,
20,6,UP,0620GL019,,,,,20,6,UP,0620GL019,,,20,6,27,7,30,AM,1,0,0,0,0,,COUNCIL BLUFFS,0.05,19,70,2,2,5,E,YCB3,3,3371,7,Y,YARD 031,1,,2,BISX,30905,28,Y,,,0,,2,0,0,0,0,0,0,0,0,0,21,0,23,0,0,2,0,0,0,0,18168,13030,H703,,0,0,0,0,H703,2,1,5,31198,,19C155,0,0,0,2,0,0,0,8,,,,1,6,,CL,,,,315,,2020,0,0,0,0,0,0,POTTAWATTAMIE,155,0,0,,N,OTH,000-000-000,YCB31R-26 JUST PULLED OUT TRACK 1-202.  HELPER TOOK THE PITCH AND WAS SHOVING INTO 1-32 TRACK.  THE,HELPER LINED THE 1-31 SWITCH.  THE HANDLE DID NOT LATCH AND THE HOOK WAS PLACED IN THE HOOK.  THE BI,SX30905 DERAILED BEHIND THE FLOATING SWITCH POINT ALONG WITH THE BSIX30907.  1 SET OF TRUCKS ON BOTH,CARS DERAILED.,,,,,,,,,,,,3,41.246608,-95.875148,2,5,,,,OMAHA SUB,
